ID,County,Value chain,Value chain stage,Key activities,Who is involved,Input supply (key activities importance),Input supply (key activities location in the country)
1697,Isiolo,Goat (meat),Market,Linking farmers to buyers/market,"Service providers, suppliers, farmers",The activity is important in market facilitation,"The activity is located in Kina, Oldonyiro, Duse, Kipsing, near Isiolo town, Merti"
1698,Isiolo,Camel (milk),Market,Selling,"Service providers, suppliers, Farmers, retailer, processors",The activity is important in generating income,In every ward
1699,Kajiado,Cattle (milk),Market,Milk handling during transportation,"Service providers, suppliers, farmers, processors, wholesalers/retailers",Provide hygienic and wholesome milk to the market,Country-wide
1700,Kajiado,Cattle (meat),Market,Meat retail,Service providers,Links the seller and consumer,Across the county
1701,Kajiado,Tomatoes,Market,Produce pricing,"Farmers, wholesalers/retailers",To determine the profit margins,Farm levels (Negotiation between farmers and middlemen)
1702,Kajiado,Goat (meat),Market,Linking farmers to buyers/market,"Service providers, suppliers, farmers, processors, wholesalers/retailers",Organizing farmers to form producer groups for maximum benefits. To ensure economies of scale,Across the county
1703,Kakamega,Local vegetables,Market,Advertisement,"Farmers, extension agents, brokers/middlemen, media","To obtain (fetch) premium produce price, Create consumer awareness, To link producers and consumers","Farm level, market, print and electronic media"
1704,Kakamega,Maize,Market,Link farmers to buyers,"Producers, traders, middlemen","To get the correct value, Identify potential buyers","On farm, Market, Online, Media"
1705,Kakamega,Dairy cow,Market,Market identification,"Farmers, cooperative societies, retailers and wholesalers",This is an outlet for milk consumption and its products,"Retail outlets in Kakamega urban centres, local households, schools, hospitals in Kakamega county"
1706,Kakamega,Local chicken,Market,Pricing,"Farmer, Market, Traders",To maximize returns on investments. For accounting,"Market (both internal and external), cooperatives"
1707,Kericho,Local vegetables,Market,Promoting,"Service providers, suppliers, farmers, wholesalers/retailers","creation of awareness,penetration to new markets",HH level in the whole county
1708,Kericho,Local chicken,Market,Linking farmers to buyers/market,"Service providers, farmers, wholesalers/retailers, processors",for farmers to get ready outlets for their products,"in social media, farmer groups and other fora"
1709,Kericho,Banana,Market,Selling,"Service providers, farmers, wholesalers/retailers",To gain profit,"Ainamoi ward, cheplanget wards, kiptere wards"
1710,Kericho,Tea,Market,Selling,"KTDA, Hawkers, Ketepa, multinationals, wholesalers(local shops, tea shops, multinationals)","it is marketing of the tea product,5% is locally consumed","off factory shops,all KTDA factories,all urban centres in kericho"
1711,Kisumu,Cassava,Market,Promoting,"Service providers (government and NGOs), farmers, wholesalers and retailers","increases production,acceptability,market access",Across the county
1712,Kisumu,Local chicken,Market,Selling,"Farmers, wholesalers/retailers","to meet the costs of production and earn profit,to reduce stock","the whole county,kipotra cooperative,muhoroni farmers,poultry society(egg centres)"
1713,Kisumu,Cowpeas,Market,Linking farmers to buyers/market,"Service providers, suppliers, farmers",to know the demand and supply of the products,"Nyando,Nyakach and parts of Muhoroni, Nyamthoi sub counties"
1714,Kisumu,Sorghum,Market,Pricing,"Service providers, farmers",get right value for the product,"market centres(Sondu,kombewa,jubilee national produce board,awasi)"
1715,Laikipia,Indigenous chicken,Market,Marketing,"Service providers, farmers, wholesalers/retailers",Income generating,Countywide
1716,Laikipia,Cattle (milk),Market,Pricing,"Suppliers, Farmers, Processors, Wholesalers/retailers",Determine profitability of dairy industry,"Processing plant e.g KCC, Brookside, Nyola"
1717,Laikipia,Maize,Market,Selling,"Service providers, farmers",Get money,Laikipia west/east
1718,Laikipia,Sheep,Market,Selling of flock,"Service providers, suppliers, farmers, wholesalers/retailers",Common market pull,"Doldol, Kimanjo, Nanyuki, Rumuruti, Sipili, Olmoran, Lonyiek"
1719,Lamu,Fish,Market,Promoting,"Regulators, fish traders, fishermen",Enhance viability of fish and fisheries products from this area and opens up new markets. Results to socio-economic empowerment of fishers and eradicate rural poverty,"Lamu, Malindi, Mombasa, Nairobi, International markets"
1720,Lamu,Cotton,Market,Develop market (cottage industries),"Individual farmers, farmer groups, Cooperatives, County government",Market access. Improved farmers returns,Township (market centres)
1721,Lamu,Indigenous chicken,Market,Pricing,"Farmers, traders, extension service providers",Sets profit margin. Detrmines demand,"On farm, markets, collection centres, hotels and street vendors"
1722,Lamu,Cashew nuts,Market,Linking farmers to buyers/market,"NGOs (World concern), Coooperatives, Sartifying body e.g fair trade, Extension service providers","To improve income to the farmers, to get improved prices to farmers","Across the county, Nationally and internationally"
1723,Machakos,Pigeon peas,Market,Transportation,"Service providers, farmers, wholesalers/retailers, processors",To deliver the produce to the market,Countywide
1724,Machakos,Mango,Market,Promotion,"Service providers, suppliers, farmers, processors, wholesalers/retailers",Sensitization and awareness creation of the product,All the 8 sub-counties
1725,Machakos,Indigenous chicken,Market,Pricing (Price survey),"Farmers, wholesalers/retailers",To maximize profit,County wide at market places
1726,Machakos,Green grams,Market,Farm gate selling,"Service providers, farmers",Cost effective to convert production to income,"Masinga sub-county, Yatta sub-county, Mwala sub-county, Kangundo sub-county. Lowers zones of Machakos sub-county"
1727,Mandera,Sorghum,Market,Linking farmers to buyers/market,"Cooperative societies. County government, Agriculture extension officers",Searching for sorghum market. Income generation,"Fincharo, Lafey, Alingu, Takaba, Bundas, Fino, Arabia, Shimbi Fatuma, Kutulo,Gither, Aorguduo"
1728,Mandera,Tomatoes,Market,Promotion,"The ministry of agriculture, NGOs, ASDSP",Creating awareness. better markets,Countywide
1729,Mandera,Goat (meat),Market,Selling,"Farmer, middlemen (brokers), traders",Disposal of stock. Off take,Market town and other sub county urban markets. On farm
1730,Mandera,Camel (milk),Market,Linking farmers to buyers/market,Suppliers and farmer extension,For better marketing,At the market in the whole county
1731,Marsabit,Kales,Market,Develop market linkages and networking,"Service providers, farmers, wholesalers/retailers, processors",To improve sales and profitability,Sub-county wide
1732,Marsabit,Teff,Market,Linking,"Service providers, suppliers, farmers",For better sales or prices,"Saku, North hoor, Moyale"
1733,Marsabit,Goat (meat),Market,Pricing,"Service providers, suppliers, farmers, processors, wholesalers/retailers",To provide income,The entire county
1734,Marsabit,Fish,Market,Refrigerated truck,"Service providers, Suppliers, Farmers, Processors",Preservation,"Loiangalam, Illiret."
1735,Tharaka  Nithi,Green grams,Market,Market sourcing,"Service providers, suppliers, farmers",To know brokers with highest price and right weighing machine,Within and outside the county
1736,Tharaka  Nithi,Local chicken,Market,Grading,"Farmers, Processors, Wholesalers/Retailers",To maximise the profits. To satisfy the customer needs according to specific markets.,Individual farms and organised groups
1737,Tharaka  Nithi,Goat (meat),Market,Market linkage,"Service providers, farmers, wholesalers/retailers, processors",Economies of scale. For better returns. To avoid frustration for farmers. Steady growth of the sectors. To create employment,"Kamanyaki, Kamarandi, Uturini, Kirukuma"
1738,Tharaka  Nithi,Cattle (milk),Market,Inconsistency in supply to the market,"Service providers, suppliers, farmers",Influence milk prices and long term market planning,Maara and Chuka/Igambang'ombe
1739,Uasin Gishu,Irish Potatoes,Market,Sorting and packaging and marketing (All done simultaneously),"Farmers, wholesalers/retailers",For good market pricers,Own farm and market places
1740,Uasin Gishu,Local chicken,Market,Sorting and selection of eggs and chicks,"Farmers, wholesalers/retailers",Income  generation and value addition,"Farm level, Local market, Urban centre"
1741,Uasin Gishu,Maize,Market,Market promotion,Service providers,To get better prices,Farm and market outlet level
1742,Uasin Gishu,Dairy cow,Market,Pricing,Processors,To improve the farms gross margin and profit making,Processors and farm cooperatives within the county
1743,Wajir,Camel (milk),Market,Market linkage,"ASDSP, Livestock department, NGOs, Banks","Market accesibility, Market information access",Countywide
1744,Wajir,Chicken,Market,Linking farmers to buyers/market,"Individual farmers, Departments of livestock and trade, Partners like KLMC, ASDSP",Create more robust market for poultry farmers. Increase farmers income,"Countywide (All the subcounties i.e Buna, Bute, Habaswan, Wajir west, Tarbaj, Wajir south, Wajir East)"
1745,Wajir,Sorghum,Market,Linking farmers to buyers/market,"Department of Agriculture, Media","Marketing product, Market guaranteed, Enables contract farming",Countywide
1746,Wajir,Water melon,Market,Promotion publicity,"ASDSP, Agriculture department",To market water melon produce,Wajir
1747,Bungoma,Maize,Market,Pricing and selling,Farmers-men and youth; Dealers/ Middlemen; Government- NCPB,Standardization of product's market prices and income generation,"Farms, markets, NCPB centers"
1748,Bungoma,Local chicken,Market,Pricing,Farmers and buyers,"Determining the value of chicken, determine future production and enable farmer generate profits",On farms and markets
1749,Bungoma,Cattle (milk),Market,By- product utilization (selling manure),"Men, women and youth","To improve soil fertility, use of green energy (biogas)",Farms
1750,Bungoma,Beans,Market,Linking farmers to buyers/market,"Farmers, buyers, farmer organizations, extension, transporters, and warehouse owners",To maximize profits/returns to investiment,"Farms, warehouses, open market, farmer, and organization stores"
